generation,best_score,avg_score,diversity
679,3283.1962,272.8507,33.48
680,3283.1962,274.7130,33.48
681,3283.1962,274.8777,33.48
682,3283.1962,275.5650,33.48
683,3283.1962,278.4677,33.48
684,3283.1962,276.3869,33.48
685,3283.1962,279.0968,33.48
686,3283.1962,279.0976,33.48
687,3283.1962,279.3620,33.48
688,3283.1962,282.1318,33.48
689,3283.1962,281.1359,33.48
690,3283.1962,282.7156,33.48
691,3283.1962,284.4616,33.48
692,3283.1962,284.7446,33.48
693,3283.1962,285.0936,33.48
694,3283.1962,284.3519,33.48
695,3283.1962,284.4735,33.48
696,3283.1962,284.6650,33.48
697,3283.1962,285.9033,33.48
698,3283.1962,285.9905,33.48
699,3283.1962,289.4671,33.48
700,3283.1962,289.5010,33.48
700,3283.1962,289.5010,33.48
701,3283.1962,288.7538,33.48
702,3283.1962,290.6094,33.48
703,3283.1962,290.8388,33.48
704,3283.1962,292.7470,33.48
705,3283.1962,292.7483,33.48
706,3283.1962,295.5295,33.48
707,3283.1962,297.7824,33.48
708,3283.1962,298.3257,33.48
709,3283.1962,298.2374,33.48
710,3283.1962,298.3013,33.48
711,3283.1962,301.6360,33.48
712,3283.1962,302.3214,33.48
713,3283.1962,302.7044,33.48
714,3283.1962,304.4412,33.48
715,3283.1962,305.6965,33.48
716,3283.1962,306.4413,33.48
717,3283.1962,308.9569,33.48
718,3283.1962,309.6803,33.48
719,3283.1962,310.0573,33.48
720,3283.1962,312.4847,33.48
721,3283.1962,312.2706,33.48
722,3283.1962,316.3813,33.48
723,3283.1962,317.2724,33.48
724,3283.1962,321.0592,33.48
725,3283.1962,320.2737,33.48
726,3283.1962,321.0910,33.48
727,3283.1962,323.9935,33.48
728,3283.1962,325.0472,33.48
729,3283.1962,330.1082,33.48
730,3283.1962,332.0214,33.48
731,3283.1962,332.3427,33.48
732,3283.1962,331.5483,33.48
733,3283.1962,330.7545,33.48
734,3283.1962,311.2257,33.48
735,3283.1962,311.3061,33.48
736,3283.1962,310.5543,33.48
737,3283.1962,312.1693,33.48
738,3283.1962,312.1727,33.48
739,3283.1962,314.2300,33.48
740,3283.1962,314.0463,33.48
741,3283.1962,315.5907,33.48
742,3283.1962,318.3908,33.48
743,3283.1962,319.4055,33.48
744,3283.1962,320.8333,33.48
745,3283.1962,320.8933,33.48
746,3283.1962,320.9674,33.48
747,3283.1962,322.5846,33.48
748,3283.1962,324.5510,33.48
749,3283.1962,325.6669,33.48
750,3283.1962,326.2783,33.48
751,3283.1962,328.6643,33.48
752,3283.1962,329.0669,33.48
753,3283.1962,327.0781,33.48
754,3283.1962,330.6462,33.48
755,3283.1962,330.6514,33.48
756,3283.1962,329.8857,33.48
757,3283.1962,329.1244,33.48
758,3283.1962,329.9248,33.48
759,3283.1962,329.1644,33.48
760,3283.1962,329.6928,33.48
761,3283.1962,332.7303,33.48
762,3283.1962,330.2949,33.48
763,3283.1962,332.6592,33.48
764,3283.1962,333.1875,33.48
765,3283.1962,335.5425,33.48
766,3283.1962,336.9132,33.48
767,3283.1962,337.0361,33.48
768,3283.1962,339.0607,33.48
769,3283.1962,341.6916,33.48
770,3283.1962,343.8003,33.48
771,3283.1962,343.0301,33.48
772,3283.1962,343.2003,33.48
773,3283.1962,345.5876,33.48
774,3283.1962,346.3906,33.48
775,3283.1962,348.9206,33.48
776,3283.1962,351.3742,33.48
777,3283.1962,352.1066,33.48
778,3283.1962,353.8956,33.48
